ID,NAME,LAT(D),LON(D),ALT(M),DATE(YMD),TIME,BAT(v),GPS,RFS(m),RFD(m),T(c),TN(c),TX(C),TNX(C),RH(%),WD1(D),WS1(m/s),WD2(D),WS2(m/s),SLP(hPa),SS(min),ST1(c),SM1(m3/m3),ST2(c),SM2(m3/m3),ST3(c),SM3(m3/m3),ST4(c),SM4(m3/m3),WSM1(m/s),WSM2(m/s)
"10043",Patahi,26.561810,85.141017,69.00,2021-02-09,21:00:00,12.7,L,0,0,14.1999999999999993,14.1999999999999993,14.3000000000000007,,90.2000000000000028,-99,-99,,,1008.5,,,,,,,,,,-99,
"10052",Pokhara,26.509350,84.841210,69.00,2021-02-09,21:00:00,12.7,L,0,0,14.6999999999999993,14.6999999999999993,14.8000000000000007,,88.9000000000000057,0,0,,,-99,,,,,,,,,,0,
"10002",Kishanpur,26.213383,86.679374,59.00,2021-02-09,21:00:00,12.5,L,0,0,15.9000000000000004,15.8000000000000007,15.9000000000000004,,87.7000000000000028,289,0,,,1009.70000000000005,,,,,,,,,,0.770000000000000018,
"10038",Kalyanpur,26.432855,84.925760,66.00,2021-02-09,21:00:00,12.7,L,0,0,15.0999999999999996,15.0999999999999996,15.1999999999999993,,84.7000000000000028,0,0,,,1002.89999999999998,,,,,,,,,,0,
"10016",Adhampur,25.036102,85.528875,70.00,2021-02-09,21:00:00,12.2,L,0,0,16.6999999999999993,16.6999999999999993,16.8999999999999986,,77.0999999999999943,131,0.429999999999999993,,,1008.29999999999995,,,,,,,,,,1.15999999999999992,
"10007",Chhatapur,26.213155,87.008587,62.00,2021-02-09,21:00:00,12.8,L,0,0,14,14,14.5,,95.0999999999999943,0,0,,,-99,,,,,,,,,,0,
"10055",Devajit Parsauni,26.338150,85.088000,65.00,2021-02-09,21:00:00,12.7,L,0,0,14,13.8000000000000007,14,,90.7000000000000028,0,0,,,1012.39999999999998,,,,,,,,,,0,
"10032",South Sugnaw,26.720150,84.766950,74.00,2021-02-09,21:00:00,13.1,L,0,0,14.0999999999999996,14.0999999999999996,14.4000000000000004,,95,0,0,,,1008.29999999999995,,,,,,,,,,0,
"10001",Supaul,26.127456,86.605336,52.00,2021-02-09,21:00:00,11.6,L,0,0,16,15.9000000000000004,16,,80.7999999999999972,0,0,,,1009.89999999999998,,,,,,,,,,0,
"10044",Dhaka,26.671040,85.156620,73.00,2021-02-09,21:00:00,12.5,L,0,0,16.8000000000000007,16.5,16.8999999999999986,,78,0,0,,,1007.79999999999995,,,,,,,,,,0,
"10053",Piprakothi,26.542480,84.943000,67.00,2021-02-09,21:00:00,12.6,L,0,0,15.9000000000000004,15.4000000000000004,15.9000000000000004,,84.2000000000000028,73,0.489999999999999991,,,1007,,,,,,,,,,0.770000000000000018,
"10042",Shiraha,26.523540,85.066150,68.00,2021-02-09,21:00:00,12.5,L,0,0,14.4000000000000004,14.1999999999999993,14.4000000000000004,,91.2000000000000028,0,0,,,1006.79999999999995,,,,,,,,,,0,
"10041",Rupaliya,26.506080,85.173340,66.00,2021-02-09,21:00:00,12.6,L,0,0,13.9000000000000004,13.9000000000000004,14.0999999999999996,,94.5999999999999943,0,0,,,1009.60000000000002,,,,,,,,,,0,
"10009",Basantpur,26.496582,87.017733,79.00,2021-02-09,21:00:00,12.8,L,0,0,15.3000000000000007,15.3000000000000007,15.4000000000000004,,87.7000000000000028,347,2.31000000000000005,,,1008.79999999999995,,,,,,,,,,43.6899999999999977,
"10011",Karai Parsurai,25.377364,85.271987,56.00,2021-02-09,21:00:00,12.2,L,0,0,14.9000000000000004,14.9000000000000004,15.4000000000000004,,78.2999999999999972,0,0,,,1009.39999999999998,,,,,,,,,,0,
"10004",Piprahi,26.304627,86.838348,65.00,2021-02-09,21:00:00,12.6,L,0,0,14.5,14.5,15.0999999999999996,,88.9000000000000057,0,0,,,1006.29999999999995,,,,,,,,,,0,
"10047",Akderi,26.842910,85.006600,77.00,2021-02-09,21:00:00,12.9,L,0,0,14.9000000000000004,14.9000000000000004,15.1999999999999993,,88.2999999999999972,0,0,,,1007.60000000000002,,,,,,,,,,0,
"10030",Motihari,26.644360,84.928330,71.00,2021-02-09,21:00:00,12.7,L,0,0,15.5999999999999996,15.5999999999999996,16,,87.2000000000000028,0,0,,,1007,,,,,,,,,,0,
"10012",Ekangarsarai,25.227850,85.227330,61.00,2021-02-09,21:00:00,12.3,L,0,0,14,14,14.0999999999999996,,92.7000000000000028,312,0,,,1009.89999999999998,,,,,,,,,,0.390000000000000013,
"10024",Rahui,25.265680,85.553426,54.00,2021-02-09,21:00:00,12.5,L,0,0,14.9000000000000004,14.9000000000000004,15.1999999999999993,,84,0,0,,,1012,,,,,,,,,,0,
"10049",Srichiya,26.934320,84.946214,84.00,2021-02-09,21:00:00,12.4,L,0,0,14.4000000000000004,14.4000000000000004,14.5,,86.5,0,0,,,761.5,,,,,,,,,,0,
"10040",Tetaria,26.388950,85.190240,65.00,2021-02-09,21:00:00,12.6,L,0,0,16.1000000000000014,16.1000000000000014,16.1999999999999993,,83,0,0,,,1007.5,,,,,,,,,,0,
"10023",Sarmera,25.261097,85.798626,44.00,2021-02-09,21:00:00,12.4,L,0,0,17.3000000000000007,17.3000000000000007,18.3000000000000007,,66.2000000000000028,0,0,,,1011,,,,,,,,,,0,
"10031",Ajagari,26.696300,84.883790,68.00,2021-02-09,21:00:00,12.6,L,0,0,15.6999999999999993,15.4000000000000004,15.6999999999999993,,89.2999999999999972,0,0,,,1010,,,,,,,,,,0,
"10034",Parsauni,26.623920,84.616650,72.00,2021-02-09,21:00:00,12.6,L,0,0,14.5999999999999996,14.5999999999999996,14.6999999999999993,,93.5,0,0,,,1009.10000000000002,,,,,,,,,,0,
"10029",Turkaulia,26.614360,84.826610,71.00,2021-02-09,21:00:00,13.1,L,0,0.25,14.5999999999999996,14.5999999999999996,14.6999999999999993,,90.5,0,0,,,1010.39999999999998,,,,,,,,,,0,
"10028",Tharthari,25.289700,85.382524,52.00,2021-02-09,21:00:00,12.8,L,0,0.25,14.0999999999999996,13.9000000000000004,14.0999999999999996,,85.7000000000000028,0,0,,,1010.70000000000005,,,,,,,,,,0,
"10021",Asthawan,25.214894,85.621480,53.00,2021-02-09,21:00:00,12.6,L,0,0,15.6999999999999993,15.6999999999999993,16.1000000000000014,,80.7000000000000028,-999,-99.9000000000000057,,,1008.89999999999998,,,,,,,,,,-99.9000000000000057,
"10003",Saraigarh,26.298908,86.735990,62.00,2021-02-09,21:00:00,12.5,L,0,0,-999,-99.9000000000000057,-99.9000000000000057,,-99.9000000000000057,0,0,,,-999,,,,,,,,,,0,
"10037",North Hussani,26.378500,84.785720,67.00,2021-02-09,21:00:00,12.6,L,0,0,14.5,14.0999999999999996,14.5,,93.0999999999999943,0,0,,,1009.10000000000002,,,,,,,,,,0,
"10018",Rajgir,25.035110,85.422188,69.00,2021-02-09,21:00:00,12.5,L,0,0,16.5,16.5,16.8999999999999986,,69.5999999999999943,0,0,,,1008.70000000000005,,,,,,,,,,0,
"10058",Nagar Nausa,25.392550,85.344230,52.00,2021-02-09,21:00:00,12.4,L,0,0,15.5999999999999996,15.5999999999999996,16.1999999999999993,,75.4000000000000057,0,0,,,1010.20000000000005,,,,,,,,,,0,
"10019",Silao,25.086250,85.429740,67.00,2021-02-09,21:00:00,12.5,L,0,0,15.5999999999999996,15.5999999999999996,15.8000000000000007,,76.2999999999999972,0,0,,,1009.20000000000005,,,,,,,,,,0,
"10005",Pipra,26.163217,86.799423,57.00,2021-02-09,21:15:00,12.6,L,0,0,15.1999999999999993,14.9000000000000004,15.1999999999999993,,87.2999999999999972,0,0,,,1008.79999999999995,,,,,,,,,,0,
"10048",Bankatwa,26.799485,85.042796,76.00,2021-02-09,21:15:00,12.6,L,0,0,13.9000000000000004,13.9000000000000004,14.4000000000000004,,86.2999999999999972,0,0,,,-999,,,,,,,,,,0,
"10020",Shankardi,25.224060,85.374700,56.00,2021-02-09,21:15:00,12.8,L,0,0,15.3000000000000007,15.1999999999999993,15.3000000000000007,,77.7999999999999972,0,0,,,1011.70000000000005,,,,,,,,,,0,
"10015",Bihar Sharif,25.177497,85.520509,60.00,2021-02-09,21:15:00,12.5,L,0,0,15.4000000000000004,15.4000000000000004,15.6999999999999993,,80.7999999999999972,299,0.469999999999999973,,,1010.39999999999998,,,,,,,,,,0.770000000000000018,
"10039",Madhuban,26.451580,85.154070,63.00,2021-02-09,21:15:00,12.4,L,0,0,16,16,16,,83,0,0,,,760,,,,,,,,,,0,
"10046",Chiraia,26.701710,85.075720,73.00,2021-02-09,21:15:00,12.6,L,0,0,14.8000000000000007,14.8000000000000007,15.1999999999999993,,85.5999999999999943,0,0,,,-999,,,,,,,,,,0,
"10027",Noorsarai,25.267580,85.459110,54.00,2021-02-09,21:15:00,12.6,L,0,0,15.4000000000000004,15.4000000000000004,15.8000000000000007,,83.4000000000000057,0,0,,,1010.60000000000002,,,,,,,,,,0,
"10054",Kuriya,26.359544,85.226200,64.00,2021-02-09,21:15:00,12.2,L,0,0,14.3000000000000007,14.3000000000000007,14.4000000000000004,,93.0999999999999943,-99,-99,,,1011,,,,,,,,,,-99,
"10033",Harsidhi,26.672680,84.718820,77.00,2021-02-09,21:15:00,12.9,L,0,0,46.7999999999999972,46.7999999999999972,46.7999999999999972,,0.100000000000000006,0,0,,,-99,,,,,,,,,,0,
"10026",Chandi,25.320310,85.409290,56.00,2021-02-09,21:15:00,12.6,L,0,0,13.5,13.5,13.9000000000000004,,89.2999999999999972,0,0,,,1012.20000000000005,,,,,,,,,,0,
"10036",North Bariariya,26.486060,84.708578,66.00,2021-02-09,21:15:00,12.6,L,0,0,15.5999999999999996,15.5,15.5999999999999996,,93.2999999999999972,-99,-99,,,1007.70000000000005,,,,,,,,,,-99,
"10043",Patahi,26.561810,85.141017,69.00,2021-02-09,21:15:00,12.7,L,0,0,13.8000000000000007,13.8000000000000007,14.0999999999999996,,90.5999999999999943,-99,-99,,,1008.39999999999998,,,,,,,,,,-99,
"10052",Pokhara,26.509350,84.841210,69.00,2021-02-09,21:15:00,12.7,L,0,0,14.5,14.5,14.6999999999999993,,88.9000000000000057,0,0,,,-99,,,,,,,,,,0,
"10002",Kishanpur,26.213383,86.679374,59.00,2021-02-09,21:15:00,12.5,L,0,0,15.8000000000000007,15.6999999999999993,15.9000000000000004,,85.7999999999999972,0,0,,,1009.79999999999995,,,,,,,,,,0,
"10022",Bind,25.311559,85.692711,46.00,2021-02-09,21:15:00,12.6,L,0,0,14.9000000000000004,14.6999999999999993,14.9000000000000004,,81.5,29,0.0100000000000000002,,,-999,,,,,,,,,,1.15999999999999992,
"10016",Adhampur,25.036102,85.528875,70.00,2021-02-09,21:15:00,12.3,L,0,0,16.8000000000000007,16.6000000000000014,16.8000000000000007,,76.9000000000000057,137,0,,,1008.20000000000005,,,,,,,,,,0.390000000000000013,
"10045",Ghorasahan,26.797060,85.130824,78.00,2021-02-09,21:15:00,12.2,L,0,0,14.8000000000000007,14.8000000000000007,15.0999999999999996,,88.7999999999999972,0,0,,,1009,,,,,,,,,,0,
"10055",Devajit Parsauni,26.338150,85.088000,65.00,2021-02-09,21:15:00,12.7,L,0,0,13.6999999999999993,13.6999999999999993,14,,91.2000000000000028,0,0,,,1012.5,,,,,,,,,,0,
"10044",Dhaka,26.671040,85.156620,73.00,2021-02-09,21:15:00,12.5,L,0,0,16.5,16.3999999999999986,16.8000000000000007,,78.2999999999999972,0,0,,,1007.89999999999998,,,,,,,,,,0,
"10001",Supaul,26.127456,86.605336,52.00,2021-02-09,21:15:00,11.6,L,0,0,15.9000000000000004,15.9000000000000004,16,,79.4000000000000057,0,0,,,1010,,,,,,,,,,0,
"10057",Induat,25.312119,85.309134,60.00,2021-02-09,21:15:00,12.7,L,0,0,15.3000000000000007,15.3000000000000007,15.5999999999999996,,86.2000000000000028,70,2.37999999999999989,,,1010.39999999999998,,,,,,,,,,44.4699999999999989,
"10053",Piprakothi,26.542480,84.943000,67.00,2021-02-09,21:15:00,12.6,L,0,0,16,16,16,,82,76,0,,,1006.5,,,,,,,,,,0.770000000000000018,
"10038",Kalyanpur,26.432855,84.925760,66.00,2021-02-09,21:15:00,12.8,L,0,0,14.9000000000000004,14.9000000000000004,15.0999999999999996,,84.9000000000000057,0,0,,,1002.70000000000005,,,,,,,,,,0,
"10042",Shiraha,26.523540,85.066150,68.00,2021-02-09,21:15:00,12.6,L,0,0,14.5999999999999996,14.5,14.5999999999999996,,91.5999999999999943,0,0,,,1006.89999999999998,,,,,,,,,,0,
"10035",Radhiya,26.554420,84.627580,67.00,2021-02-09,21:15:00,12.0,L,0,0,14.1999999999999993,14.1999999999999993,14.5999999999999996,,91.9000000000000057,0,0,,,1009.79999999999995,,,,,,,,,,0,
"10041",Rupaliya,26.506080,85.173340,66.00,2021-02-09,21:15:00,12.5,L,0,0,13.8000000000000007,13.8000000000000007,14,,95.0999999999999943,0,0,,,1009.79999999999995,,,,,,,,,,0,
"10007",Chhatapur,26.213155,87.008587,62.00,2021-02-09,21:15:00,12.8,L,0,0,14.0999999999999996,13.9000000000000004,14.0999999999999996,,96.2999999999999972,0,0,,,-99,,,,,,,,,,0,
"10009",Basantpur,26.496582,87.017733,79.00,2021-02-09,21:15:00,12.9,L,0,0,15.0999999999999996,15.0999999999999996,15.3000000000000007,,88.2999999999999972,347,2.37000000000000011,,,1008.89999999999998,,,,,,,,,,42.9200000000000017,
"10017",Katrisarai,25.086580,85.634330,62.00,2021-02-09,21:15:00,12.7,L,0,0,14,14,14.4000000000000004,,95.2000000000000028,0,0,,,760,,,,,,,,,,0,
"10011",Karai Parsurai,25.377364,85.271987,56.00,2021-02-09,21:15:00,12.2,L,0,0,14.4000000000000004,14.4000000000000004,14.9000000000000004,,78.9000000000000057,0,0,,,1009.39999999999998,,,,,,,,,,0,
"10051",Ramgarhwa,26.875030,84.791200,76.00,2021-02-09,21:15:00,12.6,L,0,0,-99,-99,-99,,-99,-99,-99,,,-99,,,,,,,,,,-99,
"10004",Piprahi,26.304627,86.838348,65.00,2021-02-09,21:15:00,12.6,L,0,0,14.4000000000000004,14.4000000000000004,14.5,,89.7999999999999972,0,0,,,1006.39999999999998,,,,,,,,,,0,
"10032",South Sugnaw,26.720150,84.766950,74.00,2021-02-09,21:15:00,13.2,L,0,0,14,14,14.0999999999999996,,96.2999999999999972,0,0,,,1008.20000000000005,,,,,,,,,,0,
"10047",Akderi,26.842910,85.006600,77.00,2021-02-09,21:15:00,12.8,L,0,0,14.6999999999999993,14.6999999999999993,15,,88.5999999999999943,0,0,,,1007.60000000000002,,,,,,,,,,0,
"10050",Hardiya,26.981720,84.843940,84.00,2021-02-09,21:15:00,10.9,L,0,0,13.5999999999999996,13.5,13.6999999999999993,,89.2000000000000028,0,0,,,1003.89999999999998,,,,,,,,,,0,
"10030",Motihari,26.644360,84.928330,71.00,2021-02-09,21:15:00,12.5,L,0,0,15.6999999999999993,15.5999999999999996,15.6999999999999993,,88,0,0,,,1006.39999999999998,,,,,,,,,,0,
"10010",Gonura,26.165698,86.475970,54.00,2021-02-09,21:15:00,12.0,L,0,0,14.1999999999999993,14.1999999999999993,14.4000000000000004,,89.2999999999999972,0,0,,,1010.29999999999995,,,,,,,,,,0,
"10012",Ekangarsarai,25.227850,85.227330,61.00,2021-02-09,21:15:00,12.6,L,0,0,14,13.9000000000000004,14,,93.2999999999999972,312,0,,,1009.89999999999998,,,,,,,,,,0.390000000000000013,
"10024",Rahui,25.265680,85.553426,54.00,2021-02-09,21:15:00,12.5,L,0,0,14.6999999999999993,14.6999999999999993,14.9000000000000004,,85.5,0,0,,,1012,,,,,,,,,,0,
"10049",Srichiya,26.934320,84.946214,84.00,2021-02-09,21:15:00,12.5,L,0,0,13.9000000000000004,13.9000000000000004,14.4000000000000004,,86.4000000000000057,0,0,,,761.5,,,,,,,,,,0,
"10040",Tetaria,26.388950,85.190240,65.00,2021-02-09,21:15:00,12.5,L,0,0,16,16,16.1000000000000014,,83.5999999999999943,0,0,,,1007.39999999999998,,,,,,,,,,0,
"10006",Tribeniganj,26.130660,86.881828,59.00,2021-02-09,21:15:00,12.5,L,0,0,14.0999999999999996,14.0999999999999996,14.1999999999999993,,93.4000000000000057,0,0,,,1008.39999999999998,,,,,,,,,,0,
"10023",Sarmera,25.261097,85.798626,44.00,2021-02-09,21:15:00,12.5,L,0,0,17.6999999999999993,17.1999999999999993,17.6999999999999993,,68.2999999999999972,0,0,,,1011,,,,,,,,,,0,
"10025",Harnaut,25.366250,85.534480,48.00,2021-02-09,21:15:00,12.5,L,0,0,17.6000000000000014,17.6000000000000014,17.8000000000000007,,71.2999999999999972,0,0,,,1010.5,,,,,,,,,,0,
"10031",Ajagari,26.696300,84.883790,68.00,2021-02-09,21:15:00,12.5,L,0,0,15.3000000000000007,15.3000000000000007,15.6999999999999993,,87.4000000000000057,0,0,,,1010,,,,,,,,,,0,
"10029",Turkaulia,26.614360,84.826610,71.00,2021-02-09,21:15:00,13.2,L,0,0.25,14.1999999999999993,14.0999999999999996,14.5999999999999996,,90.5999999999999943,0,0,,,1010.5,,,,,,,,,,0,
"10034",Parsauni,26.623920,84.616650,72.00,2021-02-09,21:15:00,12.5,L,0,0,14.0999999999999996,14.0999999999999996,14.5,,94,0,0,,,1009.10000000000002,,,,,,,,,,0,
"10021",Asthawan,25.214894,85.621480,53.00,2021-02-09,21:15:00,12.6,L,0,0,15.3000000000000007,15.3000000000000007,15.5999999999999996,,82,-999,-99.9000000000000057,,,1008.89999999999998,,,,,,,,,,-99.9000000000000057,
"10028",Tharthari,25.289700,85.382524,52.00,2021-02-09,21:15:00,12.7,L,0,0.25,13.9000000000000004,13.9000000000000004,14.0999999999999996,,87,0,0,,,1010.79999999999995,,,,,,,,,,0,
"10003",Saraigarh,26.298908,86.735990,62.00,2021-02-09,21:15:00,12.3,L,0,0,-999,-99.9000000000000057,-99.9000000000000057,,-99.9000000000000057,0,0,,,-999,,,,,,,,,,0,
"10037",North Hussani,26.378500,84.785720,67.00,2021-02-09,21:15:00,12.6,L,0,0,14,14,14.5,,93.2999999999999972,0,0,,,1008.89999999999998,,,,,,,,,,0,
"10018",Rajgir,25.035110,85.422188,69.00,2021-02-09,21:15:00,12.5,L,0,0,16.1000000000000014,16.1000000000000014,16.3999999999999986,,70.9000000000000057,0,0,,,1008.79999999999995,,,,,,,,,,0,
"10008",Sukha Nagar,26.286834,86.936127,64.00,2021-02-09,21:15:00,12.7,L,0,0,13.1999999999999993,13.1999999999999993,13.5999999999999996,,100,0,0,,,-99,,,,,,,,,,0,
"10058",Nagar Nausa,25.392550,85.344230,52.00,2021-02-09,21:15:00,12.5,L,0,0,15.0999999999999996,15.0999999999999996,15.5,,77.4000000000000057,0,0,,,1010.20000000000005,,,,,,,,,,0,
"10019",Silao,25.086250,85.429740,67.00,2021-02-09,21:15:00,12.5,L,0,0,15.4000000000000004,15.4000000000000004,15.5999999999999996,,77.4000000000000057,0,0,,,1009.39999999999998,,,,,,,,,,0,
"10022",Bind,25.311559,85.692711,46.00,2021-02-09,21:30:00,12.6,L,0,0,15.3000000000000007,14.9000000000000004,15.3000000000000007,,81.9000000000000057,259,0,,,-999,,,,,,,,,,1.15999999999999992,
"10018",Rajgir,25.035110,85.422188,69.00,2021-02-09,21:30:00,12.6,L,0,0,16.1999999999999993,16.1000000000000014,16.1999999999999993,,72.2000000000000028,0,0,,,1008.70000000000005,,,,,,,,,,0,
"10038",Kalyanpur,26.432855,84.925760,66.00,2021-02-09,21:30:00,12.8,L,0,0,14.6999999999999993,14.6999999999999993,14.9000000000000004,,85.2999999999999972,0,0,,,1002.60000000000002,,,,,,,,,,0,
"10048",Bankatwa,26.799485,85.042796,76.00,2021-02-09,21:30:00,12.6,L,0,0,13.8000000000000007,13.8000000000000007,14,,89,0,0,,,-999,,,,,,,,,,0,
"10044",Dhaka,26.671040,85.156620,73.00,2021-02-09,21:30:00,12.6,L,0,0,16.1000000000000014,16.1000000000000014,16.5,,78.9000000000000057,0,0,,,1007.79999999999995,,,,,,,,,,0,
"10015",Bihar Sharif,25.177497,85.520509,60.00,2021-02-09,21:30:00,12.6,L,0,0,17.1000000000000014,15.4000000000000004,17.1000000000000014,,77.7000000000000028,323,0.320000000000000007,,,1009.89999999999998,,,,,,,,,,1.55000000000000004,
"10052",Pokhara,26.509350,84.841210,69.00,2021-02-09,21:30:00,12.6,L,0,0,14.1999999999999993,14.1999999999999993,14.5,,89.2999999999999972,0,0,,,-99,,,,,,,,,,0,
"10046",Chiraia,26.701710,85.075720,73.00,2021-02-09,21:30:00,12.5,L,0,0,14.5,14.5,14.6999999999999993,,86.4000000000000057,0,0,,,-999,,,,,,,,,,0,
"10007",Chhatapur,26.213155,87.008587,62.00,2021-02-09,21:30:00,12.8,L,0,0,14.0999999999999996,14.0999999999999996,14.0999999999999996,,97.4000000000000057,0,0,,,-99,,,,,,,,,,0,
"10054",Kuriya,26.359544,85.226200,64.00,2021-02-09,21:30:00,12.1,L,0,0,14,14,14.3000000000000007,,93.7999999999999972,-99,-99,,,1010.89999999999998,,,,,,,,,,-99,
"10036",North Bariariya,26.486060,84.708578,66.00,2021-02-09,21:30:00,12.5,L,0,0,15.4000000000000004,15.4000000000000004,15.5,,93.2000000000000028,-99,-99,,,1007.89999999999998,,,,,,,,,,-99,
"10026",Chandi,25.320310,85.409290,56.00,2021-02-09,21:30:00,12.6,L,0,0,13.0999999999999996,13.0999999999999996,13.4000000000000004,,90.4000000000000057,0,0,,,1012.10000000000002,,,,,,,,,,0,
"10027",Noorsarai,25.267580,85.459110,54.00,2021-02-09,21:30:00,12.6,L,0,0,14.9000000000000004,14.9000000000000004,15.4000000000000004,,84.9000000000000057,0,0,,,1010.5,,,,,,,,,,0,
"10031",Ajagari,26.696300,84.883790,68.00,2021-02-09,21:30:00,12.6,L,0,0,15.1999999999999993,15.1999999999999993,15.3000000000000007,,90,0,0,,,1010.10000000000002,,,,,,,,,,0,
"10017",Katrisarai,25.086580,85.634330,62.00,2021-02-09,21:30:00,12.6,L,0,0,14,14,14,,96.5,0,0,,,760,,,,,,,,,,0,
"10043",Patahi,26.561810,85.141017,69.00,2021-02-09,21:30:00,12.7,L,0,0,13.4000000000000004,13.4000000000000004,13.8000000000000007,,91.7999999999999972,-99,-99,,,1008.39999999999998,,,,,,,,,,-99,
"10039",Madhuban,26.451580,85.154070,63.00,2021-02-09,21:30:00,12.5,L,0,0,15.5999999999999996,15.5999999999999996,16,,82.5,0,0,,,760,,,,,,,,,,0,
"10002",Kishanpur,26.213383,86.679374,59.00,2021-02-09,21:30:00,12.5,L,0,0,15.5999999999999996,15.5999999999999996,15.8000000000000007,,85.7000000000000028,0,0,,,1009.79999999999995,,,,,,,,,,0,
"10045",Ghorasahan,26.797060,85.130824,78.00,2021-02-09,21:30:00,12.2,L,0,0,14.6999999999999993,14.6999999999999993,14.8000000000000007,,89.5,0,0,,,1009.10000000000002,,,,,,,,,,0,
"10016",Adhampur,25.036102,85.528875,70.00,2021-02-09,21:30:00,12.3,L,0,0,17.1999999999999993,16.8999999999999986,17.1999999999999993,,74.7000000000000028,146,0.429999999999999993,,,1008.20000000000005,,,,,,,,,,0.770000000000000018,
"10035",Radhiya,26.554420,84.627580,67.00,2021-02-09,21:30:00,11.8,L,0,0,14,14,14.1999999999999993,,92.2999999999999972,0,0,,,1009.79999999999995,,,,,,,,,,0,
"10055",Devajit Parsauni,26.338150,85.088000,65.00,2021-02-09,21:30:00,12.7,L,0,0,13.5,13.5,13.6999999999999993,,91.4000000000000057,0,0,,,1012.5,,,,,,,,,,0,
"10032",South Sugnaw,26.720150,84.766950,74.00,2021-02-09,21:30:00,13.0,L,0,0,13.6999999999999993,13.6999999999999993,14,,96.7000000000000028,0,0,,,1008.29999999999995,,,,,,,,,,0,
"10001",Supaul,26.127456,86.605336,52.00,2021-02-09,21:30:00,11.4,L,0,0,15.6999999999999993,15.6999999999999993,15.9000000000000004,,79.2000000000000028,0,0,,,1010,,,,,,,,,,0,
"10005",Pipra,26.163217,86.799423,57.00,2021-02-09,21:30:00,12.8,L,0,0,14.8000000000000007,14.8000000000000007,15.0999999999999996,,87.2999999999999972,0,0,,,1008.79999999999995,,,,,,,,,,0,
"10053",Piprakothi,26.542480,84.943000,67.00,2021-02-09,21:30:00,12.7,L,0,0,15.1999999999999993,15.1999999999999993,16,,82.5,0,0,,,1006.89999999999998,,,,,,,,,,0,
"10057",Induat,25.312119,85.309134,60.00,2021-02-09,21:30:00,12.6,L,0,0,15.1999999999999993,15.1999999999999993,15.4000000000000004,,85.0999999999999943,70,2.37000000000000011,,,1010.39999999999998,,,,,,,,,,44.0799999999999983,
"10042",Shiraha,26.523540,85.066150,68.00,2021-02-09,21:30:00,12.6,L,0,0,13.9000000000000004,13.9000000000000004,14.5999999999999996,,91.7000000000000028,0,0,,,1006.79999999999995,,,,,,,,,,0,
"10033",Harsidhi,26.672680,84.718820,77.00,2021-02-09,21:30:00,12.8,L,0,0,46.7999999999999972,46.7999999999999972,46.7999999999999972,,0.100000000000000006,0,0,,,-99,,,,,,,,,,0,
"10041",Rupaliya,26.506080,85.173340,66.00,2021-02-09,21:30:00,12.5,L,0,0,13.8000000000000007,13.6999999999999993,13.8000000000000007,,95.0999999999999943,0,0,,,1009.79999999999995,,,,,,,,,,0,
"10009",Basantpur,26.496582,87.017733,79.00,2021-02-09,21:30:00,12.9,L,0,0,14.9000000000000004,14.9000000000000004,15.0999999999999996,,89.0999999999999943,347,2.29000000000000004,,,1009.10000000000002,,,,,,,,,,42.9200000000000017,
"10011",Karai Parsurai,25.377364,85.271987,56.00,2021-02-09,21:30:00,12.3,L,0,0,14.0999999999999996,14.0999999999999996,14.3000000000000007,,79.9000000000000057,0,0,,,1009.39999999999998,,,,,,,,,,0,
"10004",Piprahi,26.304627,86.838348,65.00,2021-02-09,21:30:00,12.6,L,0,0,13.8000000000000007,13.8000000000000007,14.4000000000000004,,89.4000000000000057,0,0,,,1006.5,,,,,,,,,,0,
